브랜드코드,카테고리,아이템,아이템명,판매수량,판매매출,전년비,비중,4주평균판매량,재고,재고주수,전년재고주수,재고주수차이(당년-전년)
V,Shoes,WB,방한화,156,32527810,172%,45%,114,5395,47.3,41.5,5.8
V,Bag,TG,토드백,38,11631750,225%,16%,35,1941,55.5,74.6,-19.2
V,Bag,BK,백팩,21,6228430,165%,9%,16,476,29.8,47.1,-17.4
V,Headwear,HT,햇,37,5154000,173%,7%,35,1490,42.6,113.8,-71.2
V,Bag,CR,크로스백,19,3562610,187%,5%,18,1200,66.7,104.0,-37.3
V,Acc_etc,DC,다운 스카프,13,2085400,757%,3%,7,412,58.9,174.0,-115.1
V,Shoes,SH,신발,18,2072180,68%,3%,21,1082,51.5,293.8,-242.3
V,Headwear,CP,운동모,17,2053570,136%,3%,25,709,28.4,117.4,-89.0
V,Headwear,BN,비니,14,1590000,116%,2%,17,1041,61.2,80.6,-19.3
V,Acc_etc,ML,토시,12,1364200,223%,2%,11,257,23.4,45.0,-21.6
V,Acc_etc,AG,장갑,12,1245000,407%,2%,10,436,43.6,116.7,-73.1
V,Acc_etc,MF,머플러(스카프),4,950840,,1%,6,764,127.3,,
V,Bag,BG,가방,2,630000,,1%,3,474,158.0,,
V,Headwear,WM,방한모,4,564420,129%,1%,4,204,51.0,165.0,-114.0
V,Acc_etc,SO,양말,25,372050,89%,1%,29,1146,39.5,165.1,-125.5
V,Bag,HS,힙색,3,244400,,0%,3,119,39.7,,
V,Bag,TA,벨트백,2,232000,89%,0%,1,34,34.0,58.0,-24.0
V,Shoes,MU,뮬,1,93400,58%,0%,2,117,58.5,425.0,-366.5
V,Shoes,LP,슬리퍼,0,0,,0%,0,405,,,
V,Acc_etc,GL,장갑,0,0,,0%,0,21,,57.0,
V,Acc_etc,PO,파우치,0,0,0%,0%,0,10,,,
V,Bag,EB,기타가방,0,0,,0%,0,16,,49.0,
V,Headwear,SC,선캡,0,0,0%,0%,1,201,201.0,143.3,57.8
W,Shoes,SH,신발,78,3771660,35%,52%,68,3019,44.4,123.9,-79.5
W,Headwear,CP,운동모,80,1256690,45%,17%,100,4519,45.2,109.3,-64.1
W,Bag,BG,가방,34,803100,60%,11%,34,1905,56.0,346.8,-290.7
W,Bag,BK,백팩,6,317100,25%,4%,4,1403,350.8,242.9,107.9
W,Headwear,BN,비니,17,311100,75%,4%,10,266,26.6,28.0,-1.4
W,Bag,BW,보스톤백,6,259100,,4%,14,262,18.7,,
W,Shoes,WB,방한화,7,203000,,3%,12,212,17.7,84.7,-67.0
W,Headwear,HT,햇,10,120000,43%,2%,11,2142,194.7,283.9,-89.2
W,Bag,TG,토드백,2,58000,,1%,2,149,74.5,,
W,Bag,CR,크로스백,2,38000,,1%,4,653,163.3,185.3,-22.1
W,Bag,HS,힙색,1,29000,,0%,1,301,301.0,387.0,-86.0
W,Headwear,SC,선캡,1,19000,,0%,1,168,168.0,,
W,Shoes,LP,슬리퍼,0,0,0%,0%,4,600,150.0,531.0,-381.0
W,Acc_etc,SO,양말,0,0,0%,0%,5,81,16.2,65.8,-49.6
W,Headwear,WM,방한모,0,0,0%,0%,0,83,,113.0,
X,Shoes,SH,신발,9106,874596818,89%,58%,8047,371877,46.2,57.8,-11.6
X,Bag,BK,백팩,1618,205784606,111%,14%,1305,155013,118.8,134.2,-15.4
X,Acc_etc,DC,다운 스카프,2847,111899963,93%,7%,2461,65385,26.6,23.3,3.2
X,Headwear,CP,운동모,1350,48626970,85%,3%,1330,82327,61.9,47.1,14.8
X,Bag,CR,크로스백,830,44916306,96%,3%,705,43094,61.1,61.2,-0.1
X,Headwear,BN,비니,1278,41858479,89%,3%,946,29497,31.2,40.1,-9.0
X,Acc_etc,GL,장갑,1624,31741519,132%,2%,1399,13377,9.6,61.3,-51.7
X,Bag,SG,슬링백,379,26203950,76%,2%,651,21273,32.7,48.0,-15.4
X,Shoes,LP,슬리퍼,474,22729011,92%,2%,505,33630,66.6,46.8,19.8
X,Acc_etc,AC,기타소품류,879,19623104,70%,1%,465,13367,28.7,51.1,-22.3
X,Bag,TG,토드백,493,19364350,123%,1%,363,19596,54.0,174.1,-120.1
X,Headwear,WM,방한모,243,15994753,,1%,171,8061,47.1,,
X,Acc_etc,SO,양말,1191,11662242,44%,1%,976,65473,67.1,45.0,22.1
X,Headwear,HT,햇,283,11454389,60%,1%,273,33309,122.0,98.4,23.6
X,Bag,MR,메신저백,110,8441818,67%,1%,95,14150,148.9,101.0,48.0
X,Bag,HS,힙색,93,5009968,119%,0%,76,7814,102.8,119.8,-17.0
X,Acc_etc,MS,멀티스카프,147,4409742,53%,0%,131,6212,47.4,55.5,-8.1
X,Bag,BG,가방,33,2361517,131%,0%,35,4902,140.1,245.9,-105.8
X,Acc_etc,MK,마스크(패션용),60,2169251,293%,0%,39,3418,87.6,101.2,-13.5
X,Bag,BW,보스톤백,29,1402400,94%,0%,28,2982,106.5,177.9,-71.4
X,Bag,BZ,바디백,4,373490,,0%,6,580,96.7,,
X,Acc_etc,ML,토시,15,131530,31%,0%,12,7488,624.0,761.6,-137.6
X,Acc_etc,PO,파우치,0,0,,0%,0,23,,,
