브랜드,대분류,중분류,아이템코드,아이템명(한글),발주(TAG),전년비(발주),주간판매매출(TAG),전년비(주간),누적판매매출(TAG),전년비(누적),누적판매율당년,누적판매율차이,전년마감판매율,누적판매TAG가,누적입고TAG가,전년누적판매TAG가,전년누적입고TAG가,전년마감누적판매TAG가,전년마감누적입고TAG가
ST,의류,Inner,KV,니트베스트,77840000,,556000,,22935000,,0.2900,,,22935000,79091000,0,0,0,0
ST,의류,Inner,MT,맨투맨,1051135000,0.6952,17664000,0.4234,209071000,0.6584,0.1969,-0.0184,0.2866,209071000,1061692000,317562000,1474896000,422769000,1474896000
ST,의류,Inner,OP,원피스,65330000,1.2627,0,0.0000,6255000,0.8272,0.0926,-0.0519,0.2129,6255000,67554000,7562000,52337000,11144000,52337000
ST,의류,Inner,PQ,폴로 티셔츠,1015895000,2.2372,6412000,1.5488,276330000,2.8703,0.2693,0.0579,0.2568,276330000,1026162000,96273000,455352000,116946000,455352000
ST,의류,Inner,RL,긴팔티셔츠,76230000,0.3674,792000,0.3540,12276000,0.2767,0.1590,-0.0615,0.2750,12276000,77220000,44366000,201274000,55354000,201274000
ST,의류,Inner,RS,반팔티셔츠,76240000,1.7264,429000,3.1087,54627000,3.4125,0.7238,0.3629,0.4012,54627000,75477000,16008000,44367000,17802000,44367000
ST,의류,Inner,TR,트레이닝(상의),143995000,0.1996,1819000,0.2438,34378000,0.3244,0.2501,0.0921,0.2105,34378000,137452000,105978000,670647000,141179000,670647000
ST,의류,Inner,WT,윈드티셔츠,44520000,,159000,,8586000,,0.1895,,,8586000,45315000,0,0,0,0
ST,의류,Outer,DJ,다운점퍼,274590000,0.1462,9034000,0.2718,77656000,0.4578,0.2743,0.1836,0.1536,77656000,283144000,169627000,1870272000,287271000,1870272000
ST,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.1538,0,0,6216000,77441000,11914000,77441000
ST,의류,Outer,KC,니트가디건,321760000,0.6495,4378000,0.5840,63938000,0.6656,0.1991,0.0010,0.2803,63938000,321063000,96055000,484683000,135868000,484683000
ST,의류,Outer,PD,패딩,54780000,0.2439,249000,0.0448,4980000,0.1691,0.0905,-0.0417,0.2016,4980000,55029000,29450000,222789000,44921000,222789000
ST,의류,Outer,WJ,방풍자켓,543420000,0.8499,-5116000,-2.2738,34663000,0.3019,0.0622,-0.1242,0.2044,34663000,557024000,114812000,615709000,125843000,615709000
ST,의류,Wear_etc,BR,브라,0,0.0000,0,0.0000,0,0.0000,,,0.0989,0,0,3293000,38715000,3827000,38715000
V,의류,Bottom,LG,레깅스,0,0.0000,0,,0,0.0000,,,0.1019,0,0,1200000,18840000,1920000,18840000
V,의류,Bottom,PT,팬츠,1708400000,0.5894,32670000,7.5277,367900000,2.8293,0.2106,0.0721,0.2087,367900000,1746910000,130030000,938550000,195920000,938550000
V,의류,Bottom,SK,스커트,99000000,,0,,24750000,,0.2435,,,24750000,101640000,0,0,0,0
V,의류,Bottom,SP,반바지,91000000,0.7496,0,0.0000,24290000,1.6845,0.2719,0.1506,0.1909,24290000,89350000,14420000,118950000,22710000,118950000
V,의류,Inner,HD,후드티,542000000,1.5602,5040000,2.3333,80460000,2.9723,0.1461,0.0240,0.2209,80460000,550860000,27070000,221820000,49000000,221820000
V,의류,Inner,KP,니트풀오버,968900000,2.7604,5640000,0.8910,116870000,1.8884,0.1219,-0.0668,0.3005,116870000,958840000,61890000,327990000,98570000,327990000
V,의류,Inner,KV,니트베스트,98000000,,0,,12740000,,0.1300,,,12740000,98000000,0,0,0,0
V,의류,Inner,MT,맨투맨,251600000,0.5136,1120000,1.1429,28320000,1.2531,0.1121,0.0353,0.1436,28320000,252630000,22600000,294440000,42280000,294440000
V,의류,Inner,OP,원피스,63000000,0.7143,-630000,,13860000,0.2694,0.2095,-0.4509,0.6918,13860000,66150000,51450000,77910000,53900000,77910000
V,의류,Inner,RL,긴팔티셔츠,109500000,,0,,12890000,,0.0999,,,12890000,129060000,0,0,0,0
V,의류,Inner,RS,반팔티셔츠,64000000,0.1024,150000,1.1538,16700000,0.2477,0.2492,0.1150,0.1536,16700000,67020000,67420000,502480000,77200000,502480000
V,의류,Inner,TS,반팔카라티셔츠,44200000,,0,,0,,,,,0,0,0,0,0,0
V,의류,Inner,WS,우븐셔츠,78400000,1.6970,0,,4410000,13.3636,0.0556,0.0484,0.0286,4410000,79380000,330000,46200000,1320000,46200000
V,의류,Inner,ZT,집업티,72500000,0.1420,4640000,3.1781,18850000,1.1564,0.2610,0.1973,0.1365,18850000,72210000,16300000,255690000,34890000,255690000
V,의류,Outer,DH,반팔다운,2153600000,4.0254,29920000,3.2486,898030000,2.2519,0.4172,-0.3486,0.8400,898030000,2152650000,398780000,520730000,437420000,520730000
V,의류,Outer,DJ,다운점퍼,22049550000,0.6544,1249270000,2.1239,8156320000,2.2123,0.3970,0.1305,0.5199,8156320000,20545210000,3686860000,13835630000,7538400000,14499260000
V,의류,Outer,DV,다운베스트,294250000,0.1614,4240000,0.7162,56920000,0.6927,0.1688,0.0655,0.1919,56920000,337170000,82170000,795690000,163760000,853360000
V,의류,Outer,JK,방수자켓,158000000,0.0482,0,,1580000,0.0414,0.0100,-0.0264,0.0574,1580000,158790000,38170000,1050970000,60360000,1050970000
V,의류,Outer,KC,니트가디건,331500000,,1950000,,33150000,,0.1000,,,33150000,331500000,0,0,0,0
V,의류,Outer,PD,패딩,0,0.0000,0,,0,,,,,0,0,0,0,0,0
V,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3135,0,0,101290000,463710000,145370000,463710000
V,의류,Outer,VT,베스트,249500000,,2120000,,63100000,,0.2453,,,63100000,257250000,0,0,0,0
V,의류,Outer,WJ,방풍자켓,2776270000,2.0435,1780000,,356700000,1.2468,0.1347,-0.1937,0.4431,356700000,2647590000,286100000,871230000,386050000,871230000
W,의류,Bottom,DP,진바지,46640000,,0,,0,,,,,0,0,0,0,0,0
W,의류,Bottom,PT,팬츠,29766000,0.0634,0,0.0000,0,0.0000,,,0.3191,0,0,20628000,120998000,38614971,120998000
W,의류,Bottom,SK,스커트,34168000,0.5094,0,,0,0.0000,,,0.2325,0,0,8127000,34959000,8127000,34959000
W,의류,Bottom,WP,우븐팬츠,132802000,0.1132,0,0.0000,0,0.0000,,,0.1644,0,0,44179479,315631000,51887479,315631000
W,의류,Inner,HD,후드티,115777000,0.1154,0,0.0000,0,0.0000,,,0.3269,0,0,61930567,253894000,82993567,253894000
W,의류,Inner,MT,맨투맨,238336000,0.2464,0,0.0000,0,0.0000,,,0.3589,0,0,63983625,261308000,93789625,261308000
W,의류,Inner,RL,긴팔티셔츠,153266000,0.2389,0,0.0000,0,0.0000,,,0.3731,0,0,65785910,214599000,80063365,214599000
W,의류,Inner,RS,반팔티셔츠,308267000,0.5222,0,0.0000,23658000,0.0940,0.8310,0.3130,0.5664,23658000,28468000,251608399,485660000,275058399,485660000
W,의류,Outer,DJ,다운점퍼,664052000,0.1259,0,0.0000,0,0.0000,,,0.2839,0,0,198233669,1105936000,314020231,1105936000
W,의류,Outer,DV,다운베스트,0,0.0000,0,0.0000,0,0.0000,,,0.4878,0,0,15987000,44895000,21900000,44895000
W,의류,Outer,PD,패딩,0,0.0000,0,0.0000,0,0.0000,,,0.1957,0,0,3367000,23828000,4662000,23828000
W,의류,Outer,SS,소프트쉘,0,0.0000,0,0.0000,0,0.0000,,,0.3168,0,0,30586260,119341000,37809260,119341000
W,의류,Outer,WJ,방풍자켓,122398000,0.0525,0,0.0000,0,0.0000,,,0.1645,0,0,70536143,472479000,77717143,472479000
X,의류,Bottom,LG,레깅스,514908000,0.3799,3659000,1.3238,28268000,0.3944,0.0638,0.0076,0.1906,28268000,442997000,71666000,1274187000,98544000,517073000
X,의류,Bottom,PT,팬츠,13786230000,1.6755,145971000,0.9852,2158183000,0.9117,0.2959,-0.0217,0.4167,2158183000,7292903000,2367136000,7453011000,3105735000,7453011000
X,의류,Bottom,SK,스커트,1696183000,3.4309,7795000,2.1749,148069000,1.2158,0.1583,-0.1357,0.3467,148069000,935508000,121785000,414323000,143665000,414323000
X,의류,Bottom,SP,반바지,0,0.0000,0,0.0000,0,0.0000,,,0.1869,0,0,11009000,96792000,18094000,96792000
X,의류,Bottom,TP,트레이닝(하의),12975059000,0.9667,210118000,0.8625,3572073000,0.8167,0.3006,-0.0247,0.4323,3572073000,11883762000,4373756000,13445394000,5822724000,13470441000
X,의류,Inner,HD,후드티,6389072000,1.5823,112601000,1.0105,1395684000,0.8353,0.2802,-0.1373,0.5458,1395684000,4981624000,1670891000,4002608000,2184476000,4002608000
X,의류,Inner,MT,맨투맨,9431513000,1.0457,201351000,0.7463,2596960000,0.6222,0.3367,-0.1233,0.6198,2596960000,7713488000,4173661000,9072873000,5623329000,9072873000
X,의류,Inner,OP,원피스,510267000,0.8163,1519000,3.1845,80039000,0.4821,0.1634,-0.1165,0.2958,80039000,489863000,166005000,593049000,175419000,593049000
X,의류,Inner,RL,긴팔티셔츠,8475003000,6.6710,49574000,3.3807,1337550000,1.9238,0.3364,-0.2741,0.6729,1337550000,3976080000,695282000,1138944000,766447000,1138944000
X,의류,Inner,RS,반팔티셔츠,217100000,11.0765,1239000,,60652000,,0.4006,,,60652000,151394000,0,0,0,0
X,의류,Inner,TL,긴팔카라티셔츠,1213150000,1.0214,11196000,0.8083,503931000,0.8863,0.4677,-0.0429,0.5704,503931000,1077483000,568561000,1113493000,635127000,1113493000
X,의류,Inner,TR,트레이닝(상의),15013860000,1.0147,147194000,0.8078,4011573000,0.8099,0.3010,-0.0357,0.4168,4011573000,13327526000,4953423000,14712846000,6093722000,14619577000
X,의류,Inner,ZT,집업티,4804720000,71.8764,66198000,140.2500,567296000,40.5704,0.1881,-0.0489,0.2790,567296000,3015499000,13983000,59000000,16461000,59000000
X,의류,Outer,DJ,다운점퍼,261063321000,1.1672,8724176000,0.8852,60843208000,0.8681,0.2746,-0.0486,0.5542,60843208000,221555569000,70087576000,216821523000,122039692000,220192631000
X,의류,Outer,DV,다운베스트,9362012000,1.3534,264968000,0.8328,2646516000,0.6976,0.3264,-0.2302,0.7869,2646516000,8107911000,3793909000,6815476000,5368016000,6821564000
X,의류,Outer,JP,점퍼,9336564000,,17424000,,145332000,,0.0358,,,145332000,4064929000,0,0,0,0
X,의류,Outer,PD,패딩,5357180000,,22803000,,719195000,,0.2286,,,719195000,3146291000,0,0,0,0
X,의류,Outer,SS,소프트쉘,12131900000,1.3502,173494000,1.0600,4008579000,1.3523,0.4522,0.1177,0.4333,4008579000,8864594000,2964355000,8861230000,3839593000,8861230000
X,의류,Outer,WJ,방풍자켓,17535633000,1.4149,50023000,0.9452,3381124000,0.7600,0.2954,-0.0798,0.4047,3381124000,11447170000,4448797000,11856591000,4797772000,11856591000
X,의류,Wear_etc,AZ,상하의 세트,1126700000,3.0118,18249000,4.4208,301430000,2.1982,0.2708,-0.0908,0.4891,301430000,1113301000,137127000,379260000,185502000,379260000
