브랜드코드,카테고리,아이템,아이템명,판매수량,판매매출,전년비,비중,4주평균판매량,재고,재고주수,전년재고주수,재고주수차이(당년-전년)
ST,Bag,BW,보스톤백,5,808500,55%,5%,7,557,79.6,124.7,-45.1
ST,Bag,TG,토드백,5,453800,15%,3%,9,1522,169.1,122.5,46.6
ST,Headwear,BN,비니,6,336700,66%,2%,6,658,109.7,44.1,65.5
ST,Acc_etc,AM,머플러,4,324600,450%,2%,2,399,199.5,87.3,112.2
ST,Acc_etc,HB,헤드밴드,3,93000,20%,1%,4,843,210.8,106.5,104.3
ST,Acc_etc,PR,보호대,3,77000,31%,0%,6,2149,358.2,292.2,66.0
ST,Acc_etc,TW,타올,0,0,,0%,0,1598,,,
ST,Bag,SG,슬링백,0,0,0%,0%,0,131,,175.0,
ST,Acc_etc,AC,기타소품류,0,0,0%,0%,0,1303,,89.1,
ST,Headwear,HT,햇,0,0,0%,0%,1,842,842.0,2280.0,-1438.0
ST,Bag,CR,크로스백,0,0,,0%,2,518,259.0,246.3,12.7
ST,Acc_etc,LL,볼,0,0,,0%,0,34,,,
ST,Shoes,LP,슬리퍼,0,0,,0%,1,588,588.0,,
ST,Acc_etc,RK,라켓,-1,-68740,-71%,0%,0,512,,22.5,
V,Shoes,WB,방한화,242,49995190,82%,61%,315,4119,13.1,6.4,6.7
V,Bag,TG,토드백,38,12285410,322%,15%,28,3375,120.5,59.1,61.5
V,Acc_etc,AG,장갑,29,3420220,420%,4%,24,342,14.3,34.4,-20.2
V,Bag,BK,백팩,10,3399000,47%,4%,12,425,35.4,16.3,19.1
V,Acc_etc,MF,머플러(스카프),8,2162000,,3%,8,722,90.3,,
V,Headwear,HT,햇,12,1884380,279%,2%,24,1493,62.2,125.9,-63.6
V,Shoes,SH,신발,17,1743610,67%,2%,20,1002,50.1,396.5,-346.4
V,Headwear,BN,비니,13,1521310,66%,2%,24,937,39.0,36.4,2.7
V,Headwear,CP,운동모,14,1334250,141%,2%,19,634,33.4,81.9,-48.5
V,Acc_etc,ML,토시,7,970000,152%,1%,13,207,15.9,19.0,-3.1
V,Acc_etc,DC,다운 스카프,4,963000,166%,1%,7,384,54.9,36.0,18.9
V,Bag,BG,가방,2,630000,,1%,4,460,115.0,,
V,Bag,HS,힙색,4,446000,,1%,3,106,35.3,,
V,Bag,CR,크로스백,1,401000,17%,0%,8,1167,145.9,90.5,55.3
V,Headwear,WM,방한모,2,400000,26%,0%,3,191,63.7,37.0,26.7
V,Acc_etc,SO,양말,17,285100,108%,0%,22,1059,48.1,166.7,-118.6
V,Bag,TA,벨트백,1,103810,36%,0%,1,30,30.0,113.0,-83.0
V,Shoes,MU,뮬,1,96660,61%,0%,1,114,114.0,423.0,-309.0
V,Shoes,LP,슬리퍼,0,0,,0%,0,405,,,
V,Acc_etc,PO,파우치,0,0,,0%,0,10,,,
V,Headwear,SC,선캡,0,0,0%,0%,1,199,199.0,568.0,-369.0
V,Acc_etc,GL,장갑,0,0,0%,0%,0,21,,55.0,
V,Bag,EB,기타가방,0,0,,0%,0,16,,,
W,Shoes,SH,신발,74,3634510,42%,52%,72,2731,37.9,166.0,-128.1
W,Headwear,CP,운동모,82,1205020,69%,17%,80,4198,52.5,391.2,-338.7
W,Bag,BW,보스톤백,13,482100,,7%,7,233,33.3,,
W,Shoes,WB,방한화,14,406000,315%,6%,8,179,22.4,504.0,-481.6
W,Bag,BG,가방,17,403000,137%,6%,17,1836,108.0,827.0,-719.0
W,Bag,BK,백팩,6,324000,274%,5%,7,1374,196.3,337.7,-141.4
W,Headwear,BN,비니,17,193000,87%,3%,13,213,16.4,50.7,-34.3
W,Bag,HS,힙색,3,87000,126%,1%,3,291,97.0,382.0,-285.0
W,Bag,CR,크로스백,2,78000,69%,1%,2,647,323.5,314.0,9.5
W,Acc_etc,SO,양말,6,54000,10%,1%,5,62,12.4,92.8,-80.4
W,Headwear,HT,햇,3,47000,80%,1%,7,2113,301.9,2821.0,-2519.1
W,Shoes,LP,슬리퍼,2,38000,,1%,2,594,297.0,,
W,Bag,TG,토드백,1,29000,,0%,1,146,146.0,,
W,Headwear,WM,방한모,0,0,0%,0%,0,82,,110.0,
W,Headwear,SC,선캡,0,0,,0%,1,166,166.0,,
X,Shoes,SH,신발,10270,989597296,90%,57%,11071,333065,30.1,36.4,-6.3
X,Bag,BK,백팩,2454,327959824,96%,19%,2342,170393,72.8,104.4,-31.6
X,Acc_etc,DC,다운 스카프,3111,129784726,76%,7%,3403,51770,15.2,7.4,7.8
X,Bag,CR,크로스백,916,47356267,123%,3%,872,50465,57.9,68.6,-10.7
X,Headwear,BN,비니,1325,43620803,92%,3%,1526,22506,14.7,20.4,-5.6
X,Headwear,CP,운동모,1163,42073578,88%,2%,1330,86488,65.0,62.4,2.6
X,Bag,SG,슬링백,349,24009149,83%,1%,363,25671,70.7,55.6,15.1
X,Acc_etc,GL,장갑,544,22747928,72%,1%,789,9969,12.6,22.8,-10.2
X,Acc_etc,AC,기타소품류,755,18108605,58%,1%,1038,9215,8.9,24.9,-16.0
X,Bag,TG,토드백,447,17382849,80%,1%,489,28143,57.6,116.0,-58.5
X,Shoes,LP,슬리퍼,361,17268138,142%,1%,457,46764,102.3,54.7,47.6
X,Headwear,WM,방한모,249,16571237,,1%,316,6796,21.5,,
X,Bag,MR,메신저백,135,10745328,61%,1%,133,14916,112.2,117.7,-5.5
X,Acc_etc,SO,양말,1053,10253676,124%,1%,1218,60578,49.7,81.7,-31.9
X,Acc_etc,MS,멀티스카프,247,7159915,67%,0%,272,5126,18.8,36.6,-17.7
X,Headwear,HT,햇,145,5620830,38%,0%,205,32492,158.5,177.5,-19.0
X,Bag,HS,힙색,63,3364911,138%,0%,138,7259,52.6,197.2,-144.6
X,Bag,BG,가방,37,2721423,149%,0%,74,4605,62.2,285.3,-223.1
X,Bag,BZ,바디백,20,1658016,,0%,10,540,54.0,,
X,Bag,BW,보스톤백,21,1046220,161%,0%,27,2874,106.4,173.8,-67.4
X,Acc_etc,MK,마스크(패션용),32,1043827,71%,0%,54,3203,59.3,39.4,19.9
X,Acc_etc,ML,토시,5,77380,57%,0%,8,7455,931.9,1112.7,-180.9
X,Acc_etc,PO,파우치,0,0,,0%,0,23,,,
