브랜드코드,카테고리,아이템,아이템명,판매수량,판매매출,전년비,비중,4주평균판매량,재고,재고주수,전년재고주수,재고주수차이(당년-전년)
V,Acc_etc,GL,장갑,0,0,0%,0%,0,21,,56.0,
V,Bag,TA,벨트백,0,0,,0%,1,33,33.0,115.0,-82.0
V,Bag,EB,기타가방,0,0,,0%,0,16,,,
W,Shoes,SH,신발,84,4012840,47%,62%,80,2863,35.8,165.3,-129.5
W,Headwear,CP,운동모,65,1025290,69%,16%,90,4357,48.4,225.0,-176.6
W,Bag,BK,백팩,7,383000,53%,6%,6,1387,231.2,290.6,-59.4
W,Headwear,BN,비니,12,216100,38%,3%,12,241,20.1,94.6,-74.5
W,Bag,BG,가방,13,193000,28%,3%,32,1871,58.5,519.3,-460.8
W,Shoes,WB,방한화,6,174000,,3%,8,197,24.6,,
W,Bag,BW,보스톤백,3,137000,106%,2%,11,253,23.0,,
W,Bag,CR,크로스백,3,94100,66%,1%,2,649,324.5,954.0,-629.5
W,Headwear,HT,햇,3,67000,120%,1%,10,2123,212.3,1418.0,-1205.7
W,Headwear,WM,방한모,1,39000,,1%,0,82,,112.0,
W,Shoes,LP,슬리퍼,1,29000,,0%,2,596,298.0,1592.0,-1294.0
W,Bag,TG,토드백,1,29000,,0%,2,148,74.0,,
W,Headwear,SC,선캡,1,19000,,0%,1,167,167.0,,
W,Acc_etc,SO,양말,1,9000,4%,0%,5,72,14.4,130.5,-116.1
W,Bag,HS,힙색,0,0,,0%,2,296,148.0,,
X,Shoes,SH,신발,12893,1280982839,86%,61%,9838,350004,35.6,39.3,-3.7
X,Bag,BK,백팩,2135,274365091,136%,13%,1781,152774,85.8,127.4,-41.6
X,Acc_etc,DC,다운 스카프,3679,147076214,70%,7%,3047,58748,19.3,10.6,8.6
X,Headwear,BN,비니,1811,56098703,131%,3%,1368,25418,18.6,24.7,-6.1
X,Headwear,CP,운동모,1556,56080870,106%,3%,1409,89997,63.9,55.2,8.7
X,Bag,CR,크로스백,897,49024010,135%,2%,808,44991,55.7,63.6,-8.0
X,Acc_etc,GL,장갑,1098,43932161,155%,2%,1180,11496,9.7,30.1,-20.4
X,Acc_etc,AC,기타소품류,1454,34282940,133%,2%,896,11102,12.4,29.6,-17.2
X,Headwear,WM,방한모,467,30217915,,1%,270,7370,27.3,,
X,Bag,SG,슬링백,386,29427108,73%,1%,405,24915,61.5,50.5,11.0
X,Shoes,LP,슬리퍼,437,21973019,70%,1%,491,47554,96.9,46.6,50.3
X,Bag,TG,토드백,501,20291570,141%,1%,487,18596,38.2,163.0,-124.8
X,Acc_etc,MS,멀티스카프,440,13641184,227%,1%,227,5574,24.6,39.3,-14.7
X,Bag,MR,메신저백,150,11996377,74%,1%,112,13889,124.0,122.2,1.8
X,Acc_etc,SO,양말,1144,11495499,130%,1%,1205,62652,52.0,40.1,11.9
X,Headwear,HT,햇,221,9168291,63%,0%,233,32926,141.3,124.6,16.7
X,Bag,BG,가방,101,6187622,490%,0%,55,4752,86.4,349.4,-263.0
X,Bag,HS,힙색,93,5071132,169%,0%,138,7427,53.8,146.0,-92.2
X,Acc_etc,MK,마스크(패션용),86,3159926,292%,0%,63,3277,52.0,58.2,-6.2
X,Bag,BZ,바디백,11,1019540,,0%,6,567,94.5,,
X,Bag,BW,보스톤백,19,932300,28%,0%,31,2923,94.3,157.8,-63.5
X,Acc_etc,ML,토시,11,170870,32%,0%,12,7463,621.9,726.8,-104.9
X,Acc_etc,PO,파우치,0,0,,0%,0,23,,,
