브랜드코드,시즌,채널코드,채널명,매장코드 (SAP기준),제품계층1(대분류),제품계층2(중분류),아이템_중분류,제품계층3(소분류),아이템코드,TAG매출액,실매출액,부가세제외 실판매액,매출원가 ( 환입후매출원가+평가감(추가) ),매출총이익,지급수수료_로열티,지급수수료_물류용역비,지급수수료_카드수수료,지급임차료_매장(고정),감가상각비_임차시설물,지급수수료_중간관리수수료,지급수수료_판매사원도급비(면세),지급수수료_판매사원도급비(직영),지급수수료_온라인위탁판매수수료,지급수수료_이천보관료,직접비 합계,직접이익
I,20S,8,사입,105494.0,ACC,Headwear,Headwear,운동모,CP,99000,10890,9900,901,8999,594,280,0,0,0,0,0,0,0,212,1086,7913
I,21F,0,공통,미지정,ACC,Acc_etc,Acc_etc,PET,PE,0,0,0,173394,-173394,0,0,0,0,0,0,0,0,0,0,0,-173394
I,21F,0,공통,미지정,ACC,Headwear,Headwear,운동모,CP,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,-2
I,21F,1,백화점,100783.0,ACC,Acc_etc,Acc_etc,PET,PE,590000,590000,536364,5367,332542,20275,15171,0,0,11531,56768,0,0,0,11166,114911,217631
I,21F,1,백화점,100790.0,ACC,Acc_etc,Acc_etc,PET,PE,983000,982990,893629,-29157,605548,34585,25279,0,0,0,200574,0,0,0,19138,279576,325972
I,21F,1,백화점,104137.0,ACC,Acc_etc,Acc_etc,PET,PE,43000,43000,39091,-11688,39052,1642,2881,0,0,0,0,0,0,0,959,5482,33570
I,21F,1,백화점,104384.0,ACC,Acc_etc,Acc_etc,PET,PE,275000,275000,249999,-9579,202079,11550,7073,0,0,0,0,0,0,0,5552,24175,177904
I,21F,1,백화점,105442.0,ACC,Acc_etc,Acc_etc,PET,PE,246000,246000,223637,-9847,152974,8587,6327,0,0,0,0,0,0,0,4571,19485,133489
I,21F,3,직영점(가두),100823.0,ACC,Acc_etc,Acc_etc,PET,PE,78000,78000,70910,710,70200,2766,2006,0,0,0,0,0,0,0,1530,6302,63898
I,21F,3,직영점(가두),100974.0,ACC,Acc_etc,Acc_etc,PET,PE,359000,359000,326364,3264,323100,12728,9231,0,0,0,0,0,0,0,7020,28979,294121
I,21F,4,자사몰,101376.0,ACC,Acc_etc,Acc_etc,PET,PE,375000,299020,271837,-28479,300316,10602,15482,0,0,0,0,0,0,0,5892,31976,268340
I,21F,5,제휴몰,103571.0,ACC,Acc_etc,Acc_etc,PET,PE,1375000,1375000,1249999,-42808,1292807,48750,71190,0,0,0,0,0,0,0,27162,147102,1145705
I,21F,5,제휴몰,105173.0,ACC,Acc_etc,Acc_etc,PET,PE,79000,79000,71818,718,71100,2801,4090,0,0,0,0,0,0,0,1456,8347,62753
I,21F,8,사입,105386.0,ACC,Headwear,Headwear,비니,BN,625000,68750,62500,-98884,161384,3750,1768,0,0,0,0,0,0,0,1348,6866,154518
I,21F,8,사입,105386.0,ACC,Headwear,Headwear,운동모,CP,8520000,937200,852000,-1371147,2223147,51120,24100,0,0,0,0,0,0,0,18359,93579,2129568
I,21F,11,직영몰,103846.0,ACC,Acc_etc,Acc_etc,PET,PE,206000,206000,187273,-9986,197259,7304,5297,0,97051,0,0,0,32588,0,3970,146210,51049
I,21F,11,직영몰,104065.0,ACC,Acc_etc,Acc_etc,PET,PE,214000,214000,194545,1945,192600,7588,5503,0,51517,0,0,0,16972,0,4183,85763,106837
I,21F,11,직영몰,104362.0,ACC,Acc_etc,Acc_etc,PET,PE,240000,128000,116364,2181,114183,4538,3291,0,57801,0,0,0,25031,0,2242,92903,21280
I,21F,11,직영몰,105137.0,ACC,Acc_etc,Acc_etc,PET,PE,1338000,1338000,1216364,12160,1204204,47439,34406,0,840412,0,0,0,191955,0,25885,1140097,64107
I,21F,11,직영몰,105497.0,ACC,Acc_etc,Acc_etc,PET,PE,299000,299000,271818,2725,269093,10602,7690,0,115586,0,0,0,43999,0,5753,183630,85463
I,21F,99,기타,103976.0,ACC,Acc_etc,Acc_etc,PET,PE,69000,69000,62727,622,62105,3764,0,0,0,0,0,0,0,0,1327,5091,57014
I,21N,1,백화점,100783.0,ACC,Acc_etc,Acc_etc,PET,PE,58000,58000,52727,13954,19263,1993,1492,0,0,1134,5581,0,0,0,1098,11298,7965
I,21N,1,백화점,104384.0,ACC,Acc_etc,Acc_etc,PET,PE,-29000,-29000,-26364,-6978,-13322,-1218,0,0,0,0,0,0,0,0,-586,-1804,-11518
I,21N,3,직영점(가두),100974.0,ACC,Acc_etc,Acc_etc,PET,PE,29000,29000,26364,6978,19386,1028,746,0,0,0,0,0,0,0,566,2340,17046
I,21N,5,제휴몰,103631.0,의류,Wear_etc,과시즌의류,베이비,BV,44000,0,0,14690,-14690,1,2278,0,0,0,0,0,0,9939,12,12230,-26920
I,21N,8,사입,103508.0,의류,Inner,과시즌의류,베이비,BV,6896000,758560,689600,1466121,-776521,41376,19507,0,0,0,0,0,0,0,14833,75716,-852237
I,21N,8,사입,103508.0,의류,Wear_etc,과시즌의류,베이비,BV,58470000,6431700,5847000,17529898,-11682898,350820,165390,0,0,0,0,0,0,0,125759,641969,-12324867
I,21N,8,사입,105386.0,ACC,Headwear,Headwear,햇,HT,4410000,485100,441000,746373,-305373,26460,12474,0,0,0,0,0,0,0,9502,48436,-353809
I,21N,8,사입,105386.0,ACC,Shoes,Shoes,스니커즈,SX,5247000,577170,524700,1029230,-504530,31482,14842,0,0,0,0,0,0,0,11306,57630,-562160
I,21N,11,직영몰,103846.0,ACC,Acc_etc,Acc_etc,PET,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,21N,11,직영몰,104065.0,ACC,Acc_etc,Acc_etc,PET,PE,29000,29000,26364,6978,19386,1028,746,0,6982,0,0,0,2300,0,565,11621,7765
I,21N,11,직영몰,104362.0,ACC,Acc_etc,Acc_etc,PET,PE,29000,19000,17273,6978,10295,674,488,0,8580,0,0,0,3716,0,333,13791,-3496
I,21N,11,직영몰,105137.0,ACC,Acc_etc,Acc_etc,PET,PE,29000,29000,26364,6978,19386,1028,746,0,18216,0,0,0,4161,0,561,24712,-5326
I,21N,11,직영몰,105497.0,ACC,Acc_etc,Acc_etc,PET,PE,58000,58000,52727,13953,38774,2056,1492,0,22422,0,0,0,8535,0,1116,35621,3153
I,21S,0,공통,미지정,ACC,Acc_etc,Acc_etc,PET,PE,0,0,0,79178,-79178,0,0,0,0,0,0,0,0,0,0,0,-79178
I,21S,1,백화점,100751.0,ACC,Acc_etc,Acc_etc,PET,PE,88000,88000,80000,-10741,61941,3072,2263,0,0,0,15310,0,0,0,1349,21994,39947
I,21S,1,백화점,100783.0,ACC,Acc_etc,Acc_etc,PET,PE,136000,136000,123636,1237,76652,4674,3498,0,0,2659,13086,0,0,0,2574,26491,50161
I,21S,1,백화점,100790.0,ACC,Acc_etc,Acc_etc,PET,PE,274000,264040,240036,-4515,159349,9288,6789,0,0,0,53868,0,0,0,5140,75085,84264
I,21S,1,백화점,104137.0,ACC,Acc_etc,Acc_etc,PET,PE,78000,78000,70909,710,48927,2978,2006,0,0,0,0,0,0,0,1739,6723,42204
I,21S,1,백화점,104384.0,ACC,Acc_etc,Acc_etc,PET,PE,88000,88000,80000,-11211,72811,3696,2263,0,0,0,0,0,0,0,1777,7736,65075
I,21S,1,백화점,105442.0,ACC,Acc_etc,Acc_etc,PET,PE,117000,117000,106364,1066,67006,4084,3009,0,0,0,0,0,0,0,2174,9267,57739
I,21S,3,직영점(가두),100823.0,ACC,Acc_etc,Acc_etc,PET,PE,58000,58000,52727,527,52200,2056,1492,0,0,0,0,0,0,0,1137,4685,47515
I,21S,3,직영점(가두),100974.0,ACC,Acc_etc,Acc_etc,PET,PE,107000,107000,97272,1328,95944,3793,2752,0,0,0,0,0,0,0,2092,8637,87307
I,21S,4,자사몰,101376.0,ACC,Acc_etc,Acc_etc,PET,PE,176000,172640,156946,1598,155348,6121,8939,0,0,0,0,0,0,0,3397,18457,136891
I,21S,5,제휴몰,103571.0,ACC,Acc_etc,Acc_etc,PET,PE,537000,537000,488182,-25196,513378,19040,27804,0,0,0,0,0,0,0,10608,57452,455926
I,21S,5,제휴몰,105173.0,ACC,Acc_etc,Acc_etc,PET,PE,360000,360000,327274,3270,324004,12765,18639,0,0,0,0,0,0,0,6637,38041,285963
I,21S,6,대리점,100597.0,ACC,Acc_etc,Acc_etc,PET,PE,29000,29000,26364,-6739,21767,902,746,0,0,0,0,0,0,0,569,2217,19550
I,21S,8,사입,105386.0,ACC,Shoes,Shoes,신발,SH,9783000,1076130,978300,88919,889381,58698,27673,0,0,0,0,0,0,0,21081,107452,781929
I,21S,11,직영몰,103846.0,ACC,Acc_etc,Acc_etc,PET,PE,224000,214000,194545,2038,192507,7587,5503,0,100821,0,0,0,33854,0,4124,151889,40618
I,21S,11,직영몰,104065.0,ACC,Acc_etc,Acc_etc,PET,PE,127000,127000,115455,1153,114302,4503,3266,0,30574,0,0,0,10073,0,2477,50893,63409
I,21S,11,직영몰,104362.0,ACC,Acc_etc,Acc_etc,PET,PE,156000,84000,76364,1418,74946,2978,2159,0,37932,0,0,0,16427,0,1471,60967,13979
I,21S,11,직영몰,105137.0,ACC,Acc_etc,Acc_etc,PET,PE,167000,167000,151818,-10023,161841,5921,4294,0,104894,0,0,0,23959,0,3230,142298,19543
I,21S,11,직영몰,105497.0,ACC,Acc_etc,Acc_etc,PET,PE,274000,274000,249091,2493,246598,9716,7046,0,105923,0,0,0,40319,0,5271,168275,78323
I,22F,0,공통,미지정,ACC,Acc_etc,Acc_etc,기타,ET,0,0,0,2274,-2274,0,0,0,0,0,0,0,0,0,0,0,-2274
I,22F,0,공통,미지정,ACC,Acc_etc,Acc_etc,장갑,GL,0,0,0,11932,-11932,0,0,0,0,0,0,0,0,0,0,0,-11932
I,22F,0,공통,미지정,ACC,Headwear,Headwear,방한모,WM,0,0,0,4329,-4329,0,0,0,0,0,0,0,0,0,0,0,-4329
I,22F,0,공통,미지정,ACC,Headwear,Headwear,비니,BN,0,0,0,1684045,-1684045,0,0,0,0,0,0,0,0,0,0,0,-1684045
I,22F,0,공통,미지정,ACC,Headwear,Headwear,햇,HT,0,0,0,6682,-6682,0,0,0,0,0,0,0,0,0,0,0,-6682
I,22F,0,공통,미지정,의류,Bottom,과시즌의류,레깅스,LG,0,0,0,2892,-2892,0,0,0,0,0,0,0,0,0,0,0,-2892
I,22F,0,공통,미지정,의류,Bottom,과시즌의류,보드바지,BP,0,0,0,2148,-2148,0,0,0,0,0,0,0,0,0,0,0,-2148
I,22F,0,공통,미지정,의류,Bottom,과시즌의류,스커트,SK,0,0,0,10388,-10388,0,0,0,0,0,0,0,0,0,0,0,-10388
I,22F,0,공통,미지정,의류,Bottom,과시즌의류,우븐팬츠,WP,0,0,0,1221,-1221,0,0,0,0,0,0,0,0,0,0,0,-1221
I,22F,0,공통,미지정,의류,Bottom,과시즌의류,진바지,DP,0,0,0,1839,-1839,0,0,0,0,0,0,0,0,0,0,0,-1839
I,22F,0,공통,미지정,의류,Bottom,과시즌의류,팬츠,PT,0,0,0,23862,-23862,0,0,0,0,0,0,0,0,0,0,0,-23862
I,22F,0,공통,미지정,의류,Inner,과시즌의류,맨투맨,MT,0,0,0,261335,-261335,0,0,0,0,0,0,0,0,0,0,0,-261335
I,22F,0,공통,미지정,의류,Inner,과시즌의류,반팔카라티셔츠,TS,0,0,0,2274,-2274,0,0,0,0,0,0,0,0,0,0,0,-2274
I,22F,0,공통,미지정,의류,Inner,과시즌의류,원피스,OP,0,0,0,3678,-3678,0,0,0,0,0,0,0,0,0,0,0,-3678
I,22F,0,공통,미지정,의류,Inner,과시즌의류,후드티,HD,0,0,0,47460,-47460,0,0,0,0,0,0,0,0,0,0,0,-47460
I,22F,0,공통,미지정,의류,Outer,과시즌의류,니트가디건,KC,0,0,0,101800,-101800,0,0,0,0,0,0,0,0,0,0,0,-101800
I,22F,0,공통,미지정,의류,Outer,과시즌의류,다운베스트,DV,0,0,0,3368,-3368,0,0,0,0,0,0,0,0,0,0,0,-3368
I,22F,0,공통,미지정,의류,Outer,과시즌의류,다운점퍼,DJ,0,0,0,126022,-126022,0,0,0,0,0,0,0,0,0,0,0,-126022
I,22F,0,공통,미지정,의류,Outer,과시즌의류,방풍자켓,WJ,0,0,0,1993,-1993,0,0,0,0,0,0,0,0,0,0,0,-1993
I,22F,0,공통,미지정,의류,Outer,과시즌의류,점퍼,JP,0,0,0,118440,-118440,0,0,0,0,0,0,0,0,0,0,0,-118440
I,22F,0,공통,미지정,의류,Outer,과시즌의류,폴라폴리스점퍼,FD,0,0,0,51636,-51636,0,0,0,0,0,0,0,0,0,0,0,-51636
I,22F,0,공통,미지정,의류,Wear_etc,과시즌의류,맨투맨셋트,S2,0,0,0,110310,-110310,0,0,0,0,0,0,0,0,0,0,0,-110310
I,22F,1,백화점,100892.0,의류,Outer,과시즌의류,다운점퍼,DJ,0,0,0,-46913,46913,0,0,0,0,0,0,0,0,0,0,0,46913
I,22F,5,제휴몰,104419.0,의류,Wear_etc,과시즌의류,맨투맨셋트,S2,0,0,0,2430,-2430,0,0,0,0,0,0,0,0,0,0,0,-2430
I,22F,6,대리점,100891.0,의류,Wear_etc,과시즌의류,맨투맨셋트,S2,99000,69300,63000,2430,42930,2722,1782,0,0,0,0,0,0,0,1355,5859,37071
I,22F,8,사입,105386.0,ACC,Headwear,Headwear,방한모,WM,2336000,256960,233600,-388399,621999,14016,6608,0,0,0,0,0,0,0,5035,25659,596340
I,22F,8,사입,105386.0,ACC,Headwear,Headwear,비니,BN,16699000,1836890,1669900,-2294156,3964056,100194,47237,0,0,0,0,0,0,0,35980,183411,3780645
I,22F,8,사입,105386.0,ACC,Headwear,Headwear,와이어캡,WR,767000,84370,76700,-122748,199448,4602,2169,0,0,0,0,0,0,0,1653,8424,191024
I,22F,8,사입,105386.0,ACC,Headwear,Headwear,운동모,CP,1947000,214170,194700,-267610,462310,11682,5508,0,0,0,0,0,0,0,4194,21384,440926
I,22F,8,사입,105386.0,ACC,Headwear,Headwear,햇,HT,10892000,1198120,1089200,-1838767,2927967,65352,30809,0,0,0,0,0,0,0,23470,119631,2808336
I,22F,8,사입,105386.0,ACC,Shoes,Shoes,뮬,MU,2553000,280830,255300,62692,192608,15318,7222,0,0,0,0,0,0,0,5501,28041,164567
I,22F,8,사입,105386.0,ACC,Shoes,Shoes,방한화,WB,4474000,492140,447400,109852,337548,26844,12654,0,0,0,0,0,0,0,9636,49134,288414
I,22N,1,백화점,100667.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,14384,19943,2060,1517,0,0,0,11032,0,0,0,1151,15760,4183
I,22N,1,백화점,100726.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,6324,12876,1152,849,0,0,0,5066,0,0,0,641,7708,5168
I,22N,1,백화점,100750.0,ACC,Headwear,Headwear,운동모,CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,22N,1,백화점,100761.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,6324,12576,1134,849,0,0,0,5431,0,0,0,647,8061,4515
I,22N,1,백화점,100762.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,14384,19407,2027,1517,0,0,3121,11201,0,0,0,1153,19019,388
I,22N,2,면세점,100850.0,ACC,Headwear,Headwear,운동모,CP,66000,66000,60000,14130,21870,2160,1697,0,0,688,0,7878,0,0,1297,13720,8150
I,22N,2,면세점,100962.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,6324,11676,1080,849,0,0,169,0,3256,0,0,661,6015,5661
I,22N,4,자사몰,101376.0,ACC,Shoes,Shoes,신발,SH,177000,94490,85900,43152,42748,3350,4892,0,0,0,0,0,0,0,1858,10100,32648
I,22N,5,제휴몰,103403.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,14384,39252,2092,3055,0,0,0,0,0,0,15717,1139,22003,17249
I,22N,6,대리점,100848.0,ACC,Headwear,Headwear,와이어캡,WR,-49000,-49000,-44545,-10143,-18811,-1737,0,0,0,0,0,0,0,0,-958,-2695,-16116
I,22N,6,대리점,101985.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,6324,12876,1152,849,0,0,0,0,0,0,0,646,2647,10229
I,22N,6,대리점,103393.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,8241,10959,1152,849,0,0,0,0,0,0,0,646,2647,8312
I,22N,6,대리점,104206.0,ACC,Shoes,Shoes,신발,SH,59000,59000,53636,14384,20479,2092,1517,0,0,0,0,0,0,0,1153,4762,15717
I,22N,6,대리점,104263.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,6324,13176,1170,849,0,0,0,0,0,0,0,646,2665,10511
I,22N,6,대리점,106044.0,ACC,Headwear,Headwear,운동모,CP,33000,33000,30000,8240,10660,1134,849,0,0,0,0,0,0,0,647,2630,8030
I,22N,8,사입,100808.0,ACC,Headwear,Headwear,운동모,CP,726000,217800,198000,149501,48499,11880,5601,0,0,0,0,0,0,0,4264,21745,26754
I,22N,8,사입,100929.0,ACC,Headwear,Headwear,운동모,CP,528000,158400,144000,109335,34665,8640,4074,0,0,0,0,0,0,0,3090,15804,18861
I,22N,8,사입,100961.0,ACC,Headwear,Headwear,운동모,CP,528000,158400,144000,109335,34665,8640,4074,0,0,0,0,0,0,0,3097,15811,18854
I,22N,8,사입,103413.0,ACC,Headwear,Headwear,운동모,CP,363000,108900,99000,74750,24250,5940,2800,0,0,0,0,0,0,0,2123,10863,13387
I,22N,8,사입,103508.0,ACC,Shoes,Shoes,신발,SH,60136000,6614960,6013600,14618298,-8604698,360816,170105,0,0,0,0,0,0,0,129309,660230,-9264928
I,22N,8,사입,104431.0,ACC,Headwear,Headwear,운동모,CP,957000,287100,261000,198958,62042,15660,7383,0,0,0,0,0,0,0,5618,28661,33381
I,22N,8,사입,104576.0,ACC,Headwear,Headwear,운동모,CP,825000,247500,225000,169213,55787,13500,6364,0,0,0,0,0,0,0,4837,24701,31086
I,22N,8,사입,104982.0,ACC,Headwear,Headwear,운동모,CP,726000,217800,198000,149501,48499,11880,5601,0,0,0,0,0,0,0,4257,21738,26761
I,22N,8,사입,105386.0,ACC,Headwear,Headwear,와이어캡,WR,2100000,231000,210000,506014,-296014,12600,5940,0,0,0,0,0,0,0,4524,23064,-319078
I,22N,8,사입,105386.0,ACC,Headwear,Headwear,운동모,CP,17614000,1937540,1761400,3328850,-1567450,105684,49824,0,0,0,0,0,0,0,37960,193468,-1760918
I,22N,8,사입,105386.0,ACC,Headwear,Headwear,햇,HT,16861000,1854710,1686100,3176940,-1490840,101166,47697,0,0,0,0,0,0,0,36327,185190,-1676030
I,22N,8,사입,105386.0,ACC,Shoes,Shoes,스니커즈,SX,4431000,487410,443100,1019831,-576731,26586,12534,0,0,0,0,0,0,0,9547,48667,-625398
I,22N,8,사입,105386.0,ACC,Shoes,Shoes,신발,SH,5567000,612370,556700,1309669,-752969,33402,15747,0,0,0,0,0,0,0,11995,61144,-814113
I,22N,8,사입,105386.0,ACC,Shoes,Shoes,캔버스화,CV,1106000,121660,110600,218920,-108320,6636,3129,0,0,0,0,0,0,0,2385,12150,-120470
I,22N,8,사입,105387.0,ACC,Headwear,Headwear,운동모,CP,825000,247500,225000,169954,55046,13500,6365,0,0,0,0,0,0,0,4835,24700,30346
I,22N,8,사입,105388.0,ACC,Headwear,Headwear,운동모,CP,660000,198000,180000,136855,43145,10800,5092,0,0,0,0,0,0,0,3866,19758,23387
I,22N,8,사입,105399.0,ACC,Headwear,Headwear,운동모,CP,693000,207900,189000,144661,44339,11340,5346,0,0,0,0,0,0,0,4058,20744,23595
I,22N,8,사입,105494.0,ACC,Shoes,Shoes,신발,SH,12008000,1320880,1200800,2919478,-1718678,72048,33967,0,0,0,0,0,0,0,25834,131849,-1850527
I,22N,8,사입,105514.0,ACC,Headwear,Headwear,운동모,CP,-132000,-39600,-36000,-28262,-7738,-2160,0,0,0,0,0,0,0,0,-774,-2934,-4804
I,22N,8,사입,105525.0,ACC,Headwear,Headwear,운동모,CP,-33000,-9900,-9000,-6324,-2676,-540,0,0,0,0,0,0,0,0,-193,-733,-1943
I,22N,11,직영몰,100975.0,ACC,Headwear,Headwear,운동모,CP,66000,66000,60000,12648,47352,2340,1697,982,16606,1683,0,0,7068,0,1287,31663,15689
I,22N,99,기타,101982.0,ACC,Headwear,Headwear,운동모,CP,33000,20790,18900,7065,11835,1134,0,0,0,0,0,0,0,0,337,1471,10364
I,23F,0,공통,미지정,ACC,Acc_etc,Acc_etc,고글,GG,0,0,0,203850,-203850,0,0,0,0,0,0,0,0,0,0,0,-203850
I,23F,0,공통,미지정,ACC,Acc_etc,Acc_etc,기타,ET,0,0,0,2559236,-2559236,0,0,0,0,0,0,0,0,0,0,0,-2559236
I,23F,0,공통,미지정,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,0,0,0,1615719,-1615719,0,0,0,0,0,0,0,0,0,0,0,-1615719
I,23F,0,공통,미지정,ACC,Acc_etc,Acc_etc,장갑,GL,0,0,0,3192923,-3192923,0,0,0,0,0,0,0,0,0,0,0,-3192923
I,23F,0,공통,미지정,ACC,Bag,Bag,크로스백,CR,0,0,0,98280,-98280,0,0,0,0,0,0,0,0,0,0,0,-98280
I,23F,0,공통,미지정,ACC,Headwear,Headwear,방한모,WM,0,0,0,3941543,-3941543,0,0,0,0,0,0,0,0,0,0,0,-3941543
I,23F,0,공통,미지정,ACC,Headwear,Headwear,비니,BN,0,0,0,2470697,-2470697,0,0,0,0,0,0,0,0,0,0,0,-2470697
I,23F,0,공통,미지정,ACC,Headwear,Headwear,운동모,CP,0,0,0,54615,-54615,0,0,0,0,0,0,0,0,0,0,0,-54615
I,23F,0,공통,미지정,ACC,Headwear,Headwear,햇,HT,0,0,0,693756,-693756,0,0,0,0,0,0,0,0,0,0,0,-693756
I,23F,0,공통,미지정,ACC,Shoes,Shoes,방한화,WB,0,0,0,5866244,-5866244,0,0,0,0,0,0,0,0,0,0,0,-5866244
I,23F,0,공통,미지정,ACC,Shoes,Shoes,스니커즈,SX,0,0,0,589680,-589680,0,0,0,0,0,0,0,0,0,0,0,-589680
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,레깅스,LG,0,0,0,1336316,-1336316,0,0,0,0,0,0,0,0,0,0,0,-1336316
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,보드바지,BP,0,0,0,356136,-356136,0,0,0,0,0,0,0,0,0,0,0,-356136
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,스커트,SK,0,0,0,10834910,-10834910,0,0,0,0,0,0,0,0,0,0,0,-10834910
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,우븐팬츠,WP,0,0,0,13426819,-13426819,0,0,0,0,0,0,0,0,0,0,0,-13426819
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,진바지,DP,0,0,0,238960,-238960,0,0,0,0,0,0,0,0,0,0,0,-238960
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,트레이닝(하의),TP,0,0,0,980280,-980280,0,0,0,0,0,0,0,0,0,0,0,-980280
I,23F,0,공통,미지정,의류,Bottom,과시즌의류,팬츠,PT,0,0,0,9931699,-9931699,0,0,0,0,0,0,0,0,0,0,0,-9931699
I,23F,0,공통,미지정,의류,Inner,과시즌의류,니트풀오버,KP,0,0,0,6963807,-6963807,0,0,0,0,0,0,0,0,0,0,0,-6963807
I,23F,0,공통,미지정,의류,Inner,과시즌의류,맨투맨,MT,0,0,0,10117687,-10117687,0,0,0,0,0,0,0,0,0,0,0,-10117687
I,23F,0,공통,미지정,의류,Inner,과시즌의류,반팔카라티셔츠,TS,0,0,0,1604180,-1604180,0,0,0,0,0,0,0,0,0,0,0,-1604180
I,23F,0,공통,미지정,의류,Inner,과시즌의류,우븐셔츠,WS,0,0,0,2149802,-2149802,0,0,0,0,0,0,0,0,0,0,0,-2149802
I,23F,0,공통,미지정,의류,Inner,과시즌의류,원피스,OP,0,0,0,9063560,-9063560,0,0,0,0,0,0,0,0,0,0,0,-9063560
I,23F,0,공통,미지정,의류,Inner,과시즌의류,트레이닝(상의),TR,0,0,0,1320168,-1320168,0,0,0,0,0,0,0,0,0,0,0,-1320168
I,23F,0,공통,미지정,의류,Inner,과시즌의류,폴로 티셔츠,PQ,0,0,0,1693440,-1693440,0,0,0,0,0,0,0,0,0,0,0,-1693440
I,23F,0,공통,미지정,의류,Inner,과시즌의류,후드티,HD,0,0,0,1646102,-1646102,0,0,0,0,0,0,0,0,0,0,0,-1646102
I,23F,0,공통,미지정,의류,Outer,과시즌의류,니트가디건,KC,0,0,0,13593501,-13593501,0,0,0,0,0,0,0,0,0,0,0,-13593501
I,23F,0,공통,미지정,의류,Outer,과시즌의류,다운베스트,DV,0,0,0,404993,-404993,0,0,0,0,0,0,0,0,0,0,0,-404993
I,23F,0,공통,미지정,의류,Outer,과시즌의류,다운점퍼,DJ,0,0,0,24922724,-24922724,0,0,0,0,0,0,0,0,0,0,0,-24922724
I,23F,0,공통,미지정,의류,Outer,과시즌의류,방풍자켓,WJ,0,0,0,3325648,-3325648,0,0,0,0,0,0,0,0,0,0,0,-3325648
I,23F,0,공통,미지정,의류,Outer,과시즌의류,점퍼,JP,0,0,0,23539742,-23539742,0,0,0,0,0,0,0,0,0,0,0,-23539742
I,23F,0,공통,미지정,의류,Outer,과시즌의류,진자켓,DK,0,0,0,1447040,-1447040,0,0,0,0,0,0,0,0,0,0,0,-1447040
I,23F,0,공통,미지정,의류,Outer,과시즌의류,폴라폴리스점퍼,FD,0,0,0,2091965,-2091965,0,0,0,0,0,0,0,0,0,0,0,-2091965
I,23F,0,공통,미지정,의류,Wear_etc,과시즌의류,맨투맨셋트,S2,0,0,0,3002313,-3002313,0,0,0,0,0,0,0,0,0,0,0,-3002313
I,23F,0,공통,미지정,의류,Wear_etc,과시즌의류,반팔티 & 스웨트팬츠,S1,0,0,0,1403367,-1403367,0,0,0,0,0,0,0,0,0,0,0,-1403367
I,23F,0,공통,미지정,의류,Wear_etc,과시즌의류,트레이닝 세트,S5,0,0,0,1198228,-1198228,0,0,0,0,0,0,0,0,0,0,0,-1198228
I,23F,1,백화점,100599.0,ACC,Headwear,Headwear,비니,BN,33000,33000,30000,4140,14760,1134,849,0,0,1010,4774,0,0,0,649,8416,6344
I,23F,1,백화점,100649.0,ACC,Headwear,Headwear,방한모,WM,69000,69000,62727,8656,30862,2371,1775,0,0,1400,8230,0,0,0,1345,15121,15741
I,23F,1,백화점,100649.0,ACC,Headwear,Headwear,비니,BN,70000,70000,63636,-342,40432,2405,1800,0,0,1421,8350,0,0,0,1372,15348,25084
I,23F,1,백화점,100691.0,ACC,Headwear,Headwear,방한모,WM,69000,69000,62727,8656,30862,2371,1775,0,0,0,6628,0,0,0,1356,12130,18732
I,23F,1,백화점,100691.0,ACC,Shoes,Shoes,방한화,WB,99000,99000,90000,-34109,90809,3402,2546,0,0,0,9510,0,0,0,1943,17401,73408
I,23F,1,백화점,100691.0,의류,Outer,과시즌의류,다운점퍼,DJ,299000,149500,135909,37511,56266,5627,3845,0,0,0,14361,0,0,0,2915,26748,29518
I,23F,1,백화점,100692.0,ACC,Headwear,Headwear,비니,BN,33000,33000,30000,4140,14760,1134,849,0,0,0,3779,0,0,0,648,6410,8350
I,23F,1,백화점,100734.0,ACC,Shoes,Shoes,방한화,WB,0,0,0,-15510,15510,0,0,0,0,0,0,0,0,0,0,0,15510
I,23F,1,백화점,100739.0,ACC,Headwear,Headwear,비니,BN,33000,33000,30000,4140,14760,1134,849,0,0,64,5046,0,0,0,647,7740,7020
I,23F,1,백화점,100742.0,ACC,Headwear,Headwear,비니,BN,35000,35000,31818,4391,15654,1203,900,0,0,829,4021,0,0,0,689,7642,8012
