브랜드코드,시즌,채널코드,채널명,매장코드 (SAP기준),제품계층1(대분류),제품계층2(중분류),아이템_중분류,제품계층3(소분류),아이템코드,TAG매출액,실매출액,부가세제외 실판매액,매출원가 ( 환입후매출원가+평가감(추가) ),매출총이익,지급수수료_로열티,지급수수료_물류용역비,지급수수료_카드수수료,지급임차료_매장(고정),감가상각비_임차시설물,지급수수료_중간관리수수료,지급수수료_판매사원도급비(면세),지급수수료_판매사원도급비(직영),지급수수료_온라인위탁판매수수료,지급수수료_이천보관료,직접비 합계,직접이익
M,23F,1,백화점,100382.0,의류,Outer,과시즌의류,진자켓,DK,319000,309000,280909,35669,144113,12585,6821,0,0,18356,50649,0,0,0,7617,96028,48085
M,23F,1,백화점,100383.0,의류,Outer,과시즌의류,점퍼,JP,339000,339000,308182,37906,165494,14238,7483,0,0,12488,44946,0,0,0,8371,87526,77968
M,23F,1,백화점,100384.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,119000,119000,108182,13306,56471,4884,2628,0,0,4282,14770,0,0,0,2933,29497,26974
M,23F,1,백화점,100384.0,ACC,Shoes,Shoes,뮬,MU,-109000,-98100,-89182,-21289,-36234,-4027,-22,0,0,0,0,0,0,0,-2420,-6469,-29765
M,23F,1,백화점,100385.0,ACC,Shoes,Shoes,뮬,MU,109000,109000,99091,12188,51230,4439,2406,0,0,18,11945,0,0,0,2690,21498,29732
M,23F,1,백화점,100385.0,의류,Bottom,과시즌의류,팬츠,PT,129000,129000,117273,14425,60630,5254,2847,0,0,21,14137,0,0,0,3177,25436,35194
M,23F,1,백화점,100396.0,의류,Outer,과시즌의류,니트가디건,KC,199000,189000,171818,22253,87710,7697,4172,0,0,31,34764,0,0,0,4650,51314,36396
M,23F,1,백화점,100397.0,ACC,Bag,Bag,숄더백,BQ,159000,159000,144545,17779,83402,7083,3511,0,0,7209,24164,0,0,0,3929,45896,37506
M,23F,1,백화점,100398.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,119000,119000,108182,13306,55931,4847,2628,0,0,7500,20584,0,0,0,2929,38488,17443
M,23F,1,백화점,100398.0,ACC,Shoes,Shoes,뮬,MU,109000,98100,89182,12188,44889,3995,2165,0,0,6183,16968,0,0,0,2410,31721,13168
M,23F,1,백화점,100521.0,의류,Bottom,과시즌의류,팬츠,PT,248000,248000,225455,21546,122746,10101,5475,0,0,1780,37815,0,0,0,6133,61304,61442
M,23F,1,백화점,100521.0,의류,Outer,과시즌의류,점퍼,JP,339000,339000,308182,37905,159332,13807,7483,0,0,2435,51692,0,0,0,8375,83792,75540
M,23F,1,백화점,100525.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,62100,56455,7715,29545,2608,1371,0,0,3207,8626,0,0,0,1531,17343,12202
M,23F,1,백화점,100525.0,ACC,Bag,Bag,숄더백,BQ,139000,125100,113727,2987,72073,5254,2762,0,0,6459,17378,0,0,0,3095,34948,37125
M,23F,1,백화점,100529.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,99000,99010,90009,11070,46989,4064,2185,0,0,201,16476,0,0,0,2440,25366,21623
M,23F,1,백화점,100529.0,의류,Outer,과시즌의류,방풍자켓,WJ,0,0,0,-10319,10319,0,0,0,0,0,0,0,0,0,0,0,10319
M,23F,1,백화점,100548.0,ACC,Shoes,Shoes,뮬,MU,109000,109000,99091,12188,51230,4439,2406,0,0,1248,7241,0,0,0,2683,18017,33213
M,23F,1,백화점,100568.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,32430,2810,1523,0,0,599,5948,0,0,0,1688,12568,19862
M,23F,1,백화점,100568.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,69000,69000,62727,7715,32430,2810,1523,0,0,599,5948,0,0,0,1688,12568,19862
M,23F,1,백화점,100568.0,의류,Inner,과시즌의류,트레이닝(상의),TR,159000,159000,144545,17780,74729,6476,3511,0,0,1382,13707,0,0,0,3927,29003,45726
M,23F,1,백화점,103242.0,ACC,Bag,Bag,숄더백,BQ,457000,457000,415455,51101,235563,20066,10087,0,0,5836,62587,0,0,0,11284,109860,125703
M,23F,1,백화점,103640.0,ACC,Acc_etc,Acc_etc,기타,ET,207000,207000,188182,23145,101056,8694,4570,0,0,954,9808,0,0,0,5070,29096,71960
M,23F,1,백화점,103640.0,ACC,Bag,Bag,숄더백,BQ,159000,149000,135455,17779,71621,6258,3289,0,0,687,7060,0,0,0,3668,20962,50659
M,23F,1,백화점,103640.0,ACC,Shoes,Shoes,뮬,MU,218000,218000,198182,24376,106424,9156,4812,0,0,1005,10330,0,0,0,5394,30697,75727
M,23F,1,백화점,103994.0,의류,Bottom,과시즌의류,진바지,DP,169000,168990,153627,18897,78653,6829,3731,0,0,4308,18340,0,0,0,4171,37379,41274
M,23F,1,백화점,104038.0,ACC,Bag,Bag,숄더백,BQ,159000,159000,144545,17779,100748,8297,3511,0,0,17270,34107,0,0,0,3926,67111,33637
M,23F,1,백화점,104139.0,의류,Outer,과시즌의류,점퍼,JP,339000,339000,308182,37905,177822,15101,7483,0,0,19855,48442,0,0,0,8360,99241,78581
M,23F,1,백화점,104352.0,ACC,Shoes,Shoes,뮬,MU,109000,109000,99091,12188,64112,5341,2406,0,0,9231,19292,0,0,0,2694,38964,25148
M,23F,1,백화점,104352.0,의류,Outer,과시즌의류,니트가디건,KC,199000,199000,180909,22253,117047,9751,4393,0,0,16853,35221,0,0,0,4921,71139,45908
M,23F,1,백화점,104353.0,ACC,Bag,Bag,숄더백,BQ,159000,159000,144545,17779,74730,6476,3511,0,0,1686,9901,0,0,0,3929,25503,49227
M,23F,1,백화점,104526.0,ACC,Bag,Bag,숄더백,BQ,139000,139000,126364,15543,69121,5926,3068,0,0,5032,20654,0,0,0,3446,38126,30995
M,23F,1,백화점,104526.0,ACC,Shoes,Shoes,뮬,MU,327000,327000,297273,36564,162609,13942,7218,0,0,11837,48588,0,0,0,8094,89679,72930
M,23F,1,백화점,104823.0,의류,Bottom,과시즌의류,팬츠,PT,357000,333200,302909,39918,217554,18023,7355,0,0,46927,84816,0,0,0,8197,165318,52236
M,23F,1,백화점,104843.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,99000,99000,90000,11070,51030,4347,2185,0,0,4867,14627,0,0,0,2440,28466,22564
M,23F,1,백화점,104843.0,의류,Inner,과시즌의류,탱크탑,TK,79000,79000,71818,8835,40719,3469,1744,0,0,3884,11672,0,0,0,1946,22715,18004
M,23F,1,백화점,104843.0,의류,Outer,과시즌의류,방풍자켓,WJ,378000,378000,343636,42268,194840,16598,8344,0,0,18584,55847,0,0,0,9323,108696,86144
M,23F,1,백화점,105346.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,119000,119000,108182,13306,55931,4847,2628,0,0,5041,15532,0,0,0,2947,30995,24936
M,23F,1,백화점,105346.0,ACC,Shoes,Shoes,뮬,MU,109000,109000,99091,12188,51230,4439,2406,0,0,4618,14227,0,0,0,2688,28378,22852
M,23F,1,백화점,105431.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,37448,3161,1523,0,0,4442,12851,0,0,0,1702,23679,13769
M,23F,1,백화점,105431.0,의류,Bottom,과시즌의류,팬츠,PT,258000,258000,234545,28850,140023,11821,5696,0,0,16611,48052,0,0,0,6373,88553,51470
M,23F,1,백화점,105440.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,89000,80120,72836,9953,36662,3263,1768,0,0,1978,6038,0,0,0,1995,15042,21620
M,23F,1,백화점,105440.0,ACC,Bag,Bag,숄더백,BQ,139000,139000,126364,15545,65328,5661,3068,0,0,3432,10476,0,0,0,3413,26050,39278
M,23F,1,백화점,105440.0,의류,Bottom,과시즌의류,팬츠,PT,119000,119000,108182,13304,55933,4847,2628,0,0,2938,8969,0,0,0,2926,22308,33625
M,23F,1,백화점,105440.0,의류,Inner,과시즌의류,트레이닝(상의),TR,159000,85470,77700,17777,31950,3481,1886,0,0,2110,6442,0,0,0,2128,16047,15903
M,23F,1,백화점,105440.0,의류,Outer,과시즌의류,다운점퍼,DJ,756000,680470,618609,54376,341534,27714,15022,0,0,16801,51285,0,0,0,16801,127623,213911
M,23F,1,백화점,105540.0,ACC,Shoes,Shoes,뮬,MU,109000,109000,99091,12181,53219,4578,2406,0,0,1943,10414,0,0,0,2698,22039,31180
M,23F,1,백화점,105540.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,69000,69000,62727,7715,33685,2898,1524,0,0,1230,6592,0,0,0,1714,13958,19727
M,23F,1,백화점,105540.0,의류,Inner,과시즌의류,탱크탑,TK,237000,237000,215454,26503,115697,9954,5232,0,0,4225,22643,0,0,0,5871,47925,67772
M,23F,2,면세점,100346.0,ACC,Bag,Bag,숄더백,BQ,139000,139000,126364,15543,62803,5484,3068,0,0,1242,0,13418,0,0,3447,26659,36144
M,23F,2,면세점,100346.0,의류,Inner,과시즌의류,맨투맨,MT,159000,159000,144545,17779,71839,6273,3511,0,0,1420,0,15349,0,0,3949,30502,41337
M,23F,2,면세점,100348.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,31176,2722,1523,0,0,60,0,5350,0,0,1668,11323,19853
M,23F,2,면세점,100348.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,416000,416000,378182,46518,187956,16413,9183,0,0,361,0,32254,0,0,10377,68588,119368
M,23F,2,면세점,100348.0,의류,Outer,과시즌의류,다운점퍼,DJ,529000,529000,480909,59152,239012,20871,11678,0,0,458,0,41016,0,0,13157,87180,151832
M,23F,2,면세점,100424.0,의류,Inner,과시즌의류,맨투맨,MT,109000,109000,99091,12189,49247,4301,2406,0,0,279,0,4454,0,0,2658,14098,35149
M,23F,2,면세점,100456.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,119000,119000,108182,13306,53767,4695,2628,0,0,95,0,4511,0,0,2972,14901,38866
M,23F,2,면세점,100456.0,ACC,Bag,Bag,숄더백,BQ,1073000,1073000,975454,119980,484803,42334,23685,0,0,863,0,40673,0,0,26324,133879,350924
M,23F,2,면세점,100456.0,의류,Bottom,과시즌의류,팬츠,PT,1112000,1112000,1010910,124343,502421,43873,24552,0,0,896,0,42152,0,0,28022,139495,362926
M,23F,2,면세점,100456.0,의류,Inner,과시즌의류,데님원피스,DD,249000,249000,226364,27843,112503,9824,5499,0,0,201,0,9439,0,0,6369,31332,81171
M,23F,2,면세점,100456.0,의류,Inner,과시즌의류,맨투맨,MT,874000,874000,794545,97731,394887,34483,19295,0,0,703,0,33130,0,0,21654,109265,285622
M,23F,2,면세점,100456.0,의류,Outer,과시즌의류,니트가디건,KC,398000,398000,361818,44505,179823,15703,8786,0,0,320,0,15087,0,0,9765,49661,130162
M,23F,2,면세점,100456.0,의류,Outer,과시즌의류,다운점퍼,DJ,2343000,2343000,2130000,261991,1058610,92442,51723,0,0,1884,0,88814,0,0,57744,292607,766003
M,23F,2,면세점,100456.0,의류,Outer,과시즌의류,방풍자켓,WJ,189000,189000,171818,21133,85394,7457,4172,0,0,152,0,7164,0,0,4670,23615,61779
M,23F,2,면세점,100456.0,의류,Outer,과시즌의류,점퍼,JP,2830000,2830000,2572727,259834,1335255,111656,62475,0,0,2276,0,107275,0,0,70056,353738,981517
M,23F,2,면세점,100456.0,의류,Outer,과시즌의류,진자켓,DK,638000,638000,580000,71340,288260,25172,14084,0,0,513,0,24184,0,0,15710,79663,208597
M,23F,2,면세점,100459.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,31176,2722,1524,0,0,101,0,4405,0,0,1715,10467,20709
M,23F,2,면세점,100459.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,416000,416000,378182,40363,194111,16413,9183,0,0,611,0,26559,0,0,10289,63055,131056
M,23F,2,면세점,100459.0,의류,Bottom,과시즌의류,우븐팬츠,WP,139000,139000,126364,15543,62803,5484,3068,0,0,204,0,8874,0,0,3430,21060,41743
M,23F,2,면세점,100459.0,의류,Bottom,과시즌의류,진바지,DP,169000,169000,153636,18897,76357,6668,3731,0,0,249,0,10789,0,0,4221,25658,50699
M,23F,2,면세점,100459.0,의류,Bottom,과시즌의류,진스커트,DS,149000,149000,135455,16661,67321,5879,3290,0,0,218,0,9513,0,0,3693,22593,44728
M,23F,2,면세점,100459.0,의류,Outer,과시즌의류,점퍼,JP,299000,299000,271818,33434,135093,11797,6601,0,0,439,0,19089,0,0,7387,45313,89780
M,23F,2,면세점,100554.0,ACC,Bag,Bag,숄더백,BQ,616000,616000,560000,68879,278322,24304,13598,0,0,951,0,52303,0,0,15177,106333,171989
M,23F,2,면세점,100554.0,의류,Bottom,과시즌의류,팬츠,PT,357000,357000,324545,39918,161300,14085,7881,0,0,550,0,30312,0,0,8827,61655,99645
M,23F,2,면세점,100554.0,의류,Outer,과시즌의류,방풍자켓,WJ,388000,388000,352727,43385,175306,15308,8565,0,0,598,0,32945,0,0,9602,67018,108288
M,23F,2,면세점,100554.0,의류,Outer,과시즌의류,진자켓,DK,319000,319000,290000,35669,144131,12586,7043,0,0,492,0,27086,0,0,7898,55105,89026
M,23F,2,면세점,100559.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,31176,2722,1526,0,0,30,0,2356,0,0,1933,8567,22609
M,23F,2,면세점,100559.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,119000,119000,108182,13306,53767,4695,2627,0,0,52,0,4063,0,0,2899,14336,39431
M,23F,2,면세점,100559.0,의류,Inner,과시즌의류,맨투맨,MT,526000,526000,478182,58819,237653,20753,11612,0,0,233,0,17960,0,0,13048,63606,174047
M,23F,2,면세점,100559.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,99000,99000,90000,11070,44730,3906,2185,0,0,44,0,3380,0,0,2416,11931,32799
M,23F,2,면세점,100559.0,의류,Outer,과시즌의류,니트가디건,KC,398000,398000,361818,44505,179823,15703,8785,0,0,177,0,13589,0,0,9665,47919,131904
M,23F,2,면세점,100559.0,의류,Outer,과시즌의류,다운점퍼,DJ,439000,439000,399091,49088,198348,17321,9689,0,0,195,0,14989,0,0,10631,52825,145523
M,23F,2,면세점,100559.0,의류,Outer,과시즌의류,점퍼,JP,299000,299000,271818,33434,135093,11797,6600,0,0,133,0,10209,0,0,7248,35987,99106
M,23F,2,면세점,100573.0,의류,Outer,과시즌의류,다운점퍼,DJ,359000,359000,326364,40143,162203,14164,7926,0,0,289,0,13539,0,0,8943,44861,117342
M,23F,3,직영점(가두),100420.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,55012,2854,1523,1697,44177,43,0,0,17074,0,1702,69070,-14058
M,23F,3,RF,100444.0,ACC,Acc_etc,Acc_etc,기타,ET,138000,138000,125455,15430,110025,5708,3046,1758,42641,4298,0,0,13326,0,3393,74170,35855
M,23F,3,RF,100444.0,의류,Outer,과시즌의류,니트가디건,KC,398000,398000,361818,44505,317313,16463,8786,5071,122981,12394,0,0,38432,0,9840,213967,103346
M,23F,3,직영점(가두),100447.0,ACC,Acc_etc,Acc_etc,기타,ET,1340000,1340000,1218181,149830,1068351,55427,29579,27630,387038,32661,0,0,76675,0,33003,642013,426338
M,23F,3,직영점(가두),100447.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,2228000,2228000,2025454,249140,1776314,92159,49186,45940,643525,54304,0,0,127487,0,55157,1067758,708556
M,23F,3,직영점(가두),100447.0,ACC,Bag,Bag,숄더백,BQ,437000,437000,397272,48865,348407,18076,9648,9010,126221,10650,0,0,25005,0,10847,209457,138950
M,23F,3,직영점(가두),100447.0,ACC,Shoes,Shoes,뮬,MU,327000,327000,297273,36564,260709,13526,7218,6743,94449,7970,0,0,18711,0,8077,156694,104015
M,23F,3,직영점(가두),100447.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,177000,177000,160909,19790,141119,7321,3907,3650,51124,4314,0,0,10128,0,4385,84829,56290
M,23F,3,직영점(가두),100447.0,의류,Inner,과시즌의류,트레이닝(상의),TR,169000,169000,153636,18897,134739,6990,3731,3485,48813,4120,0,0,9670,0,4154,80963,53776
M,23F,3,직영점(가두),100447.0,의류,Inner,과시즌의류,후드티,HD,119000,119000,108182,13306,94876,4922,2628,2454,34371,2900,0,0,6809,0,3000,57084,37792
M,23F,3,직영점(가두),100447.0,의류,Outer,과시즌의류,방풍자켓,WJ,189000,189000,171818,21133,150685,7818,4172,3897,54590,4607,0,0,10815,0,4616,90515,60170
M,23F,3,직영점(가두),100447.0,의류,Outer,과시즌의류,점퍼,JP,339000,339000,308182,37906,270276,14022,7482,6990,97915,8262,0,0,19398,0,8308,162377,107899
M,23F,3,RF,100466.0,ACC,Acc_etc,Acc_etc,기타,ET,69000,69000,62727,7715,55012,2854,1524,1273,12417,1694,0,0,7033,0,1720,28515,26497
M,23F,3,RF,100466.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,89000,89000,80909,9953,70956,3681,1965,1642,16016,2185,0,0,9071,0,2226,36786,34170
M,23F,3,RF,100466.0,ACC,Shoes,Shoes,뮬,MU,109000,109000,99091,12188,86903,4509,2406,2011,19615,2676,0,0,11109,0,2681,45007,41896
M,23F,3,직영점(가두),101998.0,ACC,Bag,Bag,숄더백,BQ,457000,457000,415455,51101,364354,18904,10087,8470,0,38732,0,0,108822,0,11276,196291,168063
M,23F,3,직영점(가두),101998.0,ACC,Shoes,Shoes,뮬,MU,0,0,0,-9101,9101,0,0,0,0,0,0,0,0,0,0,0,9101
M,23F,4,자사몰,100266.0,ACC,Acc_etc,Acc_etc,머플러(스카프),MF,119000,109000,99091,13306,85785,4509,6868,3911,0,0,0,0,0,0,2730,18018,67767
M,23F,4,자사몰,100266.0,ACC,Bag,Bag,숄더백,BQ,954000,901970,819973,100395,719578,37309,56828,32366,0,0,0,0,0,0,22252,148755,570823
M,23F,4,자사몰,100266.0,의류,Bottom,과시즌의류,레깅스,LG,89000,55000,50000,9952,40048,2275,3465,1974,0,0,0,0,0,0,1365,9079,30969
M,23F,4,자사몰,100266.0,의류,Bottom,과시즌의류,진바지,DP,0,0,0,-15742,15742,0,0,0,0,0,0,0,0,0,0,0,15742
M,23F,4,자사몰,100266.0,의류,Bottom,과시즌의류,팬츠,PT,714000,646870,588063,61693,526370,26757,40755,23212,0,0,0,0,0,0,15972,106696,419674
M,23F,4,자사몰,100266.0,의류,Inner,과시즌의류,맨투맨,MT,436000,371450,337681,48754,288927,15365,23402,13329,0,0,0,0,0,0,9146,61242,227685
M,23F,4,자사몰,100266.0,의류,Inner,과시즌의류,트레이닝(상의),TR,159000,159000,144545,17780,126765,6577,10017,5706,0,0,0,0,0,0,3959,26259,100506
M,23F,4,자사몰,100266.0,의류,Inner,과시즌의류,후드티,HD,0,0,0,-5493,5493,0,0,0,0,0,0,0,0,0,0,0,5493
M,23F,4,자사몰,100266.0,의류,Outer,과시즌의류,니트가디건,KC,398000,392000,356364,44505,311859,16215,24698,14066,0,0,0,0,0,0,9692,64671,247188
M,23F,4,자사몰,100266.0,의류,Outer,과시즌의류,다운점퍼,DJ,378000,334000,303636,42268,261368,13815,21043,11985,0,0,0,0,0,0,8191,55034,206334
M,23F,4,자사몰,100266.0,의류,Outer,과시즌의류,방풍자켓,WJ,189000,173460,157691,21133,136558,7175,10927,6224,0,0,0,0,0,0,4232,28558,108000
M,23F,4,자사몰,100266.0,의류,Outer,과시즌의류,점퍼,JP,698000,663100,602819,56364,546455,27428,41778,23794,0,0,0,0,0,0,16381,109381,437074
M,23F,4,자사몰,100266.0,의류,Outer,과시즌의류,진자켓,DK,638000,627960,570873,71340,499533,25975,39564,22534,0,0,0,0,0,0,15563,103636,395897
M,23F,5,제휴몰,100564.0,ACC,Acc_etc,Acc_etc,기타,ET,364000,364000,330909,28527,302382,15056,22877,0,0,0,0,0,0,95627,8974,142534,159848
M,23F,5,제휴몰,100564.0,ACC,Bag,Bag,숄더백,BQ,278000,278000,252727,31086,221641,11499,17474,0,0,0,0,0,0,73034,6942,108949,112692
M,23F,5,제휴몰,100564.0,의류,Bottom,과시즌의류,진바지,DP,776000,776000,705454,86771,618683,32098,48774,0,0,0,0,0,0,203866,19135,303873,314810
M,23F,5,제휴몰,100564.0,의류,Bottom,과시즌의류,팬츠,PT,1190000,1190000,1081818,97572,984246,49222,74796,0,0,0,0,0,0,312630,29464,466112,518134
M,23F,5,제휴몰,100564.0,의류,Inner,과시즌의류,맨투맨,MT,218000,218000,198182,-10081,208263,9018,13702,0,0,0,0,0,0,57272,5418,85410,122853
M,23F,5,제휴몰,100564.0,의류,Inner,과시즌의류,반팔카라티셔츠,TS,207000,207000,188182,23144,165038,8562,13010,0,0,0,0,0,0,54381,5080,81033,84005
M,23F,5,제휴몰,100564.0,의류,Inner,과시즌의류,트레이닝(상의),TR,1282000,1282000,1165454,133815,1031639,53028,80577,0,0,0,0,0,0,336797,31664,502066,529573
M,23F,5,제휴몰,100564.0,의류,Inner,과시즌의류,후드티,HD,119000,119000,108182,13306,94876,4922,7479,0,0,0,0,0,0,31263,2879,46543,48333
M,23F,5,제휴몰,100564.0,의류,Outer,과시즌의류,니트가디건,KC,1592000,1592000,1447273,167511,1279762,65851,100061,0,0,0,0,0,0,418239,39284,623435,656327
M,23F,5,제휴몰,100564.0,의류,Outer,과시즌의류,다운점퍼,DJ,1134000,1134000,1030909,23953,1006956,46906,71275,0,0,0,0,0,0,297916,27939,444036,562920
M,23F,5,제휴몰,100564.0,의류,Outer,과시즌의류,점퍼,JP,2114000,2114000,1921819,217513,1704306,87443,132870,0,0,0,0,0,0,555376,52154,827843,876463
M,23F,5,제휴몰,100564.0,의류,Outer,과시즌의류,진자켓,DK,319000,319000,290000,18868,271132,13195,20050,0,0,0,0,0,0,83805,7958,125008,146124
M,23F,5,제휴몰,100564.0,의류,Outer,과시즌의류,폴라폴리스점퍼,FD,0,0,0,-7600,7600,0,0,0,0,0,0,0,0,0,0,0,7600
M,23F,5,제휴몰,103404.0,ACC,Acc_etc,Acc_etc,기타,ET,345000,345000,313636,38575,275061,14270,21684,0,0,0,0,0,0,71578,8534,116066,158995
M,23F,5,제휴몰,103404.0,ACC,Bag,Bag,숄더백,BQ,934000,934000,849091,104437,744654,38634,58703,0,0,0,0,0,0,193779,23073,314189,430465
